,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,FB,FB,FB,FB,FB,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,NFLX,NFLX,NFLX,NFLX,NFLX
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-23 00:00:00-05:00,117.18,117.6202,113.75,113.88,118772957,3116.6985,3139.745,3065.46,3100.18,4234476,270.89,270.9471,264.53,268.32,18118397,1740.22,1745.99,1710.18,1726.67,955613,490.46,491.15,475.84,476.56,4893107
2020-11-24 00:00:00-05:00,113.91,115.85,112.59,115.17,103428825,3100.5,3134.25,3086.258,3116.86,3305787,268.49,277.8199,267.87,276.82,15502326,1727.5,1766.475,1720.73,1762.7,1120646,478.84,484.05,475.89,482.78,3104525
2020-11-25 00:00:00-05:00,115.55,116.75,115.17,116.02,68910636,3141.87,3198.0,3140.26,3184.82,3478095,278.14,280.18,272.65,275.59,11312163,1767.81,1770.38,1748.36,1764.13,801473,485.13,486.9,478.919,484.8,2811579
2020-11-27 00:00:00-05:00,116.57,117.49,116.22,116.6,43035501,3211.26,3216.19,3190.05,3195.95,2179416,277.39,279.13,274.82,277.8,7178906,1764.54,1797.01,1764.54,1786.27,646856,486.58,493.25,481.845,491.34,2655548
2020-11-30 00:00:00-05:00,116.97,120.97,116.81,119.06,131494491,3208.48,3228.39,3125.55,3168.03,3492689,276.03,277.7,271.01,277.46,12184623,1775.65,1780.335,1747.84,1756.19,1165276,490.08,492.55,481.2678,490.7,2485724
2020-12-01 00:00:00-05:00,121.01,123.4693,120.01,122.7,115221944,3188.5,3248.95,3157.18,3220.08,4192750,279.16,289.3,278.96,286.51,19113315,1766.655,1821.7198,1763.03,1794.22,1601959,492.3404,509.47,491.9812,504.58,4646526
2020-12-02 00:00:00-05:00,122.02,123.37,120.89,123.08,75619249,3221.65,3232.0,3173.26,3203.75,2776516,285.36,291.78,280.825,287.56,15904492,1795.36,1832.74,1785.1696,1825.44,1247606,501.62,506.795,493.5,503.35,2737774
2020-12-03 00:00:00-05:00,123.52,123.78,122.21,122.94,67399458,3205.46,3228.64,3181.31,3188.66,2578482,286.25,286.65,281.07,281.69,11226479,1820.54,1843.83,1817.0,1823.22,1014519,502.99,508.77,496.04,497.72,2478127
2020-12-04 00:00:00-05:00,122.6,122.8608,121.52,122.24,65287653,3198.21,3198.21,3158.76,3163.49,2651712,280.3,283.46,279.3,279.7,8779114,1820.22,1829.4994,1813.59,1823.73,836447,497.5,504.5,493.64,498.38,2941641
2020-12-07 00:00:00-05:00,122.31,124.57,122.25,123.8,72463180,3156.48,3180.76,3141.69,3158.77,2291149,279.19,288.49,278.2,285.58,11324390,1815.55,1829.29,1803.04,1817.03,780565,500.01,517.76,497.77,515.96,3759477
2020-12-08 00:00:00-05:00,124.37,124.98,123.09,124.33,69695298,3158.9,3184.13,3120.02,3176.64,2985433,286.01,286.4272,281.55,283.24,9029811,1808.52,1815.97,1791.28,1810.75,737167,517.9,521.4909,505.55,512.67,3308123
2020-12-09 00:00:00-05:00,124.53,125.95,121.0,121.67,99218318,3167.89,3174.43,3088.0,3101.35,3743779,283.66,287.63,271.75,277.92,22595403,1810.36,1828.37,1762.0001,1775.49,1193230,510.53,514.5,491.29,493.6,3429988
2020-12-10 00:00:00-05:00,120.5,123.87,120.15,123.22,70011939,3088.99,3142.1,3076.0,3100.07,2616777,275.535,278.73,271.86,276.93,16372195,1762.6,1774.99,1733.527,1767.77,1264301,494.56,503.77,492.91,501.09,2418697
2020-12-11 00:00:00-05:00,122.43,122.76,120.55,122.49,75289233,3096.66,3118.67,3072.82,3116.41,2829892,274.53,276.48,270.25,273.58,13559723,1760.0,1777.31,1752.74,1774.57,710317,495.0,503.34,494.85,503.22,3181532
2020-12-14 00:00:00-05:00,122.6,123.35,121.55,121.77,65119346,3143.0,3190.47,3126.0,3156.97,3595275,273.3722,277.22,271.56,273.92,12923540,1770.72,1789.8,1749.13,1752.03,1375755,505.44,524.1603,501.18,522.1,4767006
2020-12-15 00:00:00-05:00,124.34,127.9,124.13,127.89,140585059,3181.01,3188.5,3130.49,3166.45,2911200,274.83,276.08,267.47,275.68,19709982,1759.86,1764.0,1741.67,1761.13,861409,518.5,524.7,513.56,519.77,3047575
2020-12-16 00:00:00-05:00,127.41,128.37,126.56,127.75,84637825,3176.01,3247.0,3163.68,3240.96,3845903,274.76,277.86,272.51,275.7,12511476,1769.11,1769.11,1749.06,1757.1,913676,520.11,527.38,517.69,524.8,2927855
2020-12-17 00:00:00-05:00,128.9,129.58,128.045,128.65,76704353,3250.0,3263.51,3221.0,3237.015,3037171,277.07,280.44,273.61,274.48,14041276,1763.93,1766.71,1731.15,1740.52,1399543,529.0,535.49,526.44,533.16,2798856
2020-12-18 00:00:00-05:00,128.96,129.1,126.12,126.65,109773113,3243.99,3249.42,3171.6,3201.07,4186849,275.775,278.0,271.14,276.15,16300000,1746.1702,1748.36,1715.0,1720.03,2292597,533.2,536.37,526.02,534.0,2764203
2020-12-21 00:00:00-05:00,125.02,128.31,123.449,128.24,99115677,3200.01,3226.9666,3166.0,3205.74,3242075,272.978,274.67,267.79,272.95,13200136,1709.13,1737.0,1694.0,1734.56,1345377,530.05,532.62,521.15,529.0,3258657
2020-12-22 00:00:00-05:00,131.61,134.405,129.65,131.845,156846263,3202.8435,3222.0,3180.08,3206.52,2098711,271.5,271.5,264.63,267.17,15904410,1729.33,1732.6123,1705.78,1720.23,861878,527.69,530.4,520.5,527.45,1665622
2020-12-23 00:00:00-05:00,132.16,132.43,130.78,130.96,76023894,3205.0,3210.13,3184.17,3186.73,1836532,266.89,272.1699,266.23,268.05,13128242,1723.93,1744.11,1721.2,1727.4,920794,524.76,526.32,514.2,514.47,2127476
2020-12-24 00:00:00-05:00,131.32,133.46,131.1,131.99,51675667,3193.9,3202.0,3169.0,3171.16,1379521,268.875,270.4,266.2,267.32,6222157,1729.0,1742.41,1724.35,1734.75,388485,515.12,519.345,512.2104,513.96,1054254
2020-12-28 00:00:00-05:00,133.99,137.34,133.51,136.73,116008068,3194.0,3304.0,3172.69,3283.96,5387557,268.74,277.27,265.66,277.0,21557606,1744.91,1787.0,1741.82,1774.12,1201814,516.43,523.66,507.13,519.01,2522090
2020-12-29 00:00:00-05:00,138.05,138.789,134.3409,134.93,114407189,3309.94,3350.65,3281.223,3320.71,4605698,276.95,280.51,276.28,276.78,15723232,1787.23,1788.47,1755.11,1757.78,890218,519.9,536.5478,515.4801,530.87,3875808
2020-12-30 00:00:00-05:00,135.58,135.99,133.4,133.72,87788124,3341.0,3342.1,3282.47,3285.85,2897643,277.95,278.08,271.71,271.88,10365805,1765.0,1767.76,1728.0,1736.24,951748,530.13,533.2575,523.69,524.61,1687066
2020-12-31 00:00:00-05:00,134.08,134.74,131.72,132.58,86901528,3275.0,3282.9219,3241.2,3256.41,2636124,272.0,277.09,269.81,273.2,11199425,1737.27,1757.5,1736.09,1751.17,832051,525.53,545.5,523.1502,540.71,5033990
2021-01-04 00:00:00-05:00,133.52,133.6116,126.76,129.41,123353442,3270.0,3272.0,3144.02,3186.65,3974073,274.78,275.0,265.2,268.94,12460207,1760.0,1762.4899,1707.14,1726.39,1476533,539.0,540.8,515.085,522.67,3929500
2021-01-05 00:00:00-05:00,128.89,131.74,128.43,130.95,85139362,3166.01,3223.38,3165.06,3218.51,2325459,268.29,272.4,268.2111,270.97,8053296,1725.09,1746.83,1716.9,1739.26,831935,521.55,526.78,515.89,520.78,2741141
2021-01-06 00:00:00-05:00,127.72,131.0499,126.382,126.58,142064548,3146.48,3197.509,3131.16,3138.01,3919285,262.0,267.75,260.01,263.24,21446415,1700.255,1743.965,1696.1014,1723.38,2091919,511.97,513.0998,499.5,500.26,4863098
2021-01-07 00:00:00-05:00,128.36,131.63,127.86,130.85,95314687,3157.0,3208.542,3155.0,3161.41,2951339,265.9,271.61,264.78,268.63,13968342,1726.76,1777.82,1726.76,1775.18,1874897,508.28,516.44,506.42,508.79,3057417
2021-01-08 00:00:00-05:00,132.43,132.63,130.23,131.99,93211863,3180.0,3190.64,3142.2,3182.7,3261271,268.31,268.95,263.18,267.54,16730340,1777.16,1799.355,1761.22,1798.0,1499115,511.31,513.24,504.51,510.42,2474653
2021-01-11 00:00:00-05:00,129.19,130.17,128.5,128.98,84845947,3148.01,3156.384,3110.0,3115.75,3263070,260.48,263.47,255.9,256.81,27236030,1777.02,1784.38,1752.14,1756.28,1190190,507.84,510.725,497.95,499.1,3212365
2021-01-12 00:00:00-05:00,128.5,129.69,126.86,128.8199,83381829,3120.0,3142.1418,3086.0,3120.88,3009716,256.63,259.72,250.3,250.91,24074761,1745.36,1767.9,1716.375,1737.67,1325811,500.0,501.09,485.6701,494.25,5729324
2021-01-13 00:00:00-05:00,128.76,131.45,128.49,130.89,77928722,3128.44,3189.95,3122.08,3166.24,2985766,251.55,253.95,249.2,251.64,16896303,1727.32,1756.39,1727.32,1747.4,935066,495.5012,512.3542,493.01,507.79,4541962
2021-01-14 00:00:00-05:00,130.8,131.0,128.76,128.92,78672922,3167.52,3178.0,3120.59,3129.32,2668943,253.4,255.03,244.61,245.71,27927382,1748.87,1767.5499,1726.07,1731.6,1225951,507.35,514.5,499.58,500.28,3435600
2021-01-15 00:00:00-05:00,128.78,130.2242,127.0,127.07,97478662,3123.02,3142.545,3095.17,3104.54,3703097,247.9,253.86,247.16,251.36,22675147,1729.02,1747.62,1711.71,1727.62,1310844,500.0,506.32,495.1,498.0,5275134
2021-01-19 00:00:00-05:00,127.78,128.71,126.938,127.82,77372754,3107.0,3145.0,3096.0,3121.0,2780438,256.9,262.2,252.7201,261.08,25191870,1743.0,1803.84,1732.83,1784.38,1725321,501.0,509.25,493.5427,502.0,6736483
2021-01-20 00:00:00-05:00,128.66,132.49,128.55,131.97,90745056,3181.99,3279.8,3175.0,3264.73,4777430,268.93,270.32,263.6,267.35,22539886,1826.37,1899.7234,1819.51,1880.06,2913639,565.42,593.2877,556.86,586.25,30266939
2021-01-21 00:00:00-05:00,133.8,139.67,133.59,136.87,107349916,3293.0,3348.55,3289.5674,3307.21,4330235,269.26,273.6,267.4901,272.89,17034362,1893.65,1932.08,1879.41,1885.5,2610180,582.45,588.75,570.4,579.84,11001271
2021-01-22 00:00:00-05:00,136.28,139.85,135.02,138.9699,104455613,3304.31,3321.91,3283.1643,3290.0,2377222,272.01,278.47,272.0,274.53,19132340,1891.46,1904.39,1876.495,1892.16,1461932,582.1,583.99,564.35,564.91,7136871
2021-01-25 00:00:00-05:00,143.07,145.09,136.54,142.9,142335837,3328.5,3363.89,3243.1462,3293.1,3353964,278.14,280.1,271.51,278.0,17646954,1912.74,1921.82,1859.16,1894.28,2208242,567.0,569.75,548.65,556.63,6863685
2021-01-26 00:00:00-05:00,143.6,144.3,141.37,143.185,85816874,3296.356,3338.0,3282.87,3326.12,2616245,278.1398,285.39,277.81,282.02,17018388,1885.99,1915.75,1876.13,1907.86,1410227,554.73,567.99,554.06,561.94,4770582
2021-01-27 00:00:00-05:00,143.43,144.3,140.41,142.53,110342303,3341.49,3346.52,3207.08,3234.98,4066864,282.53,283.45,268.1201,272.39,27484121,1874.91,1880.47,1797.28,1818.98,3778436,550.71,556.4187,515.73,522.8,8021203
2021-01-28 00:00:00-05:00,139.52,141.99,136.7,137.04,127192871,3235.04,3301.68,3228.69,3239.7,2742821,277.18,286.79,264.7,265.0,35383730,1831.0,1887.99,1831.0,1851.39,2396427,535.88,553.1482,530.74,538.59,5436605
2021-01-29 00:00:00-05:00,135.83,136.74,130.21,131.83,162479747,3230.0,3236.99,3184.55,3206.31,2855494,265.3,266.56,254.85,258.33,28139673,1834.02,1847.535,1801.56,1826.38,1931121,538.0,541.0,530.18,532.39,3762380
2021-02-01 00:00:00-05:00,133.75,135.38,130.93,134.1,96660055,3242.36,3350.26,3235.025,3342.88,3734204,259.52,264.17,254.91,261.98,19629047,1844.585,1915.54,1844.585,1893.07,1830664,536.79,545.06,531.73,538.71,3085304
2021-02-02 00:00:00-05:00,135.73,136.31,134.61,134.98,73079171,3380.0,3427.74,3361.125,3383.23,5024907,264.0,268.85,263.27,267.0,15002887,1913.13,1949.37,1906.37,1917.6,2409064,542.01,555.48,538.935,548.17,3460524
2021-02-03 00:00:00-05:00,135.76,135.77,133.61,133.9,76952077,3425.01,3434.0,3308.62,3311.26,6445905,265.62,269.2,263.84,266.68,13254318,2065.61,2106.6233,2013.55,2057.29,4551297,550.17,550.48,538.243,539.3,2659710
2021-02-04 00:00:00-05:00,136.3,137.4,134.59,137.4,71745898,3330.0,3347.0,3277.75,3330.84,3481246,267.01,268.16,264.0,266.63,14013929,2060.6155,2069.3,2035.1,2055.27,2051185,539.81,559.48,537.51,552.37,4953678
2021-02-05 00:00:00-05:00,137.35,137.42,135.86,136.77,69111348,3319.0,3377.0,3302.71,3352.49,3369086,266.8,269.17,265.67,268.1433,10059039,2059.56,2095.94,2050.0,2089.5,1286606,552.26,554.44,545.4778,550.73,2134955
2021-02-08 00:00:00-05:00,136.03,136.96,134.92,136.9007,63184550,3358.5,3365.0,3304.0,3323.49,3032558,268.75,269.86,265.0,266.58,12032922,2100.0,2115.0,2063.35,2084.52,1281685,555.0,555.0,543.7,548.01,2423927
2021-02-09 00:00:00-05:00,136.62,137.877,135.85,136.0,70140432,3312.49,3338.0,3297.84,3305.0,2046628,266.44,273.39,265.75,269.41,13778153,2074.8,2098.51,2070.0,2073.9,979696,546.0,566.0,543.0,558.91,3486850
2021-02-10 00:00:00-05:00,136.48,136.99,134.4,135.36,66856066,3314.0,3317.9548,3254.0,3286.59,2828767,272.4465,273.7999,267.72,271.94,12452712,2083.14,2098.88,2052.24,2086.53,1160714,562.5,566.65,553.463,563.89,3591507
2021-02-11 00:00:00-05:00,135.9,136.39,133.77,135.12,59377028,3292.0,3292.0,3248.06,3261.65,2137817,271.89,273.58,268.49,270.43,11926999,2091.0,2094.0,2068.86,2087.94,903656,564.442,565.93,554.22,557.71,2387400
2021-02-12 00:00:00-05:00,134.35,135.53,133.6921,135.38,54861442,3250.0,3280.25,3233.31,3278.38,2090930,270.52,271.18,268.34,270.56,7996772,2079.77,2099.5,2073.57,2095.7,775299,556.94,561.2499,550.85,556.57,1927164
2021-02-16 00:00:00-05:00,135.49,136.01,132.79,133.16,72596290,3254.05,3308.3,3253.591,3267.05,2271010,270.8,276.6,270.05,273.97,13233004,2091.75,2145.14,2091.75,2111.14,1339378,557.286,563.63,552.73,557.29,2168296
2021-02-17 00:00:00-05:00,131.25,132.22,129.47,130.84,92298227,3263.6,3320.91,3259.4995,3307.8,3098210,271.24,273.97,269.58,273.51,11919218,2093.98,2122.4434,2088.35,2120.04,875410,550.99,555.25,543.03,551.34,1898998
2021-02-18 00:00:00-05:00,129.2,129.995,127.41,129.7127,90601312,3282.42,3338.0,3273.94,3329.43,2760173,269.565,271.95,266.03,269.39,14223451,2105.0,2121.99,2093.33,2105.68,967850,549.0,550.0,538.2265,548.18,2200654
2021-02-19 00:00:00-05:00,130.24,130.71,128.8,129.85,79960220,3328.23,3333.5,3245.75,3251.0,3926662,269.86,270.27,260.15,261.6185,23008244,2107.79,2118.58,2083.43,2087.42,1656579,548.0,548.99,538.8132,540.47,2541385
2021-02-22 00:00:00-05:00,128.01,129.72,125.6,126.01,93993093,3208.13,3232.3198,3172.26,3182.39,3060818,257.95,263.07,257.53,260.33,15567869,2053.6,2080.33,2048.0,2054.13,1311939,534.99,541.79,530.79,533.72,2726146
2021-02-23 00:00:00-05:00,123.76,126.71,118.39,125.85,148286878,3127.03,3204.73,3093.6,3195.65,4308229,259.5,267.46,254.96,265.86,20722117,2013.99,2072.5,1990.23,2059.69,1609694,525.0035,548.54,518.28,546.16,3817687
2021-02-24 00:00:00-05:00,124.94,125.56,122.23,125.32,102399167,3166.75,3171.23,3125.38,3159.53,2674277,262.325,266.38,258.39,264.34,14151577,2030.04,2088.32,2027.53,2084.25,983778,539.8,556.8499,539.065,553.41,2911986
2021-02-25 00:00:00-05:00,124.68,126.4585,120.54,121.0,134693926,3136.74,3178.26,3047.76,3057.16,4060542,262.3,266.94,254.04,254.67,16971760,2055.93,2083.0,2006.49,2017.29,1839655,550.27,556.48,535.75,546.79,3671577
2021-02-26 00:00:00-05:00,122.59,124.85,121.2,121.2,135693674,3095.2,3122.44,3036.7,3092.349,3796445,256.47,265.55,256.47,257.2899,20820898,2029.95,2056.52,2001.01,2021.45,1632317,546.51,553.09,538.0,538.2,3204855
2021-03-01 00:00:00-05:00,123.75,127.93,122.79,127.79,104597017,3127.89,3149.56,3097.99,3146.61,2457512,260.82,266.65,257.9039,264.39,19336849,2048.0,2076.23,2034.42,2071.08,1074642,545.5734,552.14,542.0,550.7,2631334
2021-03-02 00:00:00-05:00,128.41,128.72,125.01,125.1601,91481050,3143.47,3163.52,3087.12,3095.99,2354430,265.78,266.71,258.65,258.95,12871564,2064.84,2094.74,2056.67,2065.24,1042401,553.34,556.99,546.02,547.58,2683898
2021-03-03 00:00:00-05:00,124.81,125.71,121.84,122.06,99851557,3081.18,3107.775,2995.0,3005.01,3619826,260.29,260.9899,255.1,255.44,13804129,2051.95,2075.99,1994.0,2011.41,1508130,545.93,548.005,517.81,520.71,4992620
2021-03-04 00:00:00-05:00,121.75,123.6,118.62,120.22,160007520,3012.0,3058.13,2945.43,2977.04,5291821,256.47,266.49,253.5,257.59,29890550,2014.869,2074.59,2005.43,2033.93,2325549,521.5,531.5,507.68,511.03,4601911
2021-03-05 00:00:00-05:00,120.98,121.935,117.57,121.39,143229410,3005.0,3009.0,2881.0,3000.45,5094668,260.67,265.45,255.61,264.28,24755187,2061.15,2106.2,2027.7773,2096.01,2461608,511.98,517.76,498.7901,516.38,4571736
2021-03-08 00:00:00-05:00,120.93,121.0,116.21,116.4,141360327,3015.0,3064.59,2951.31,2951.951,3754633,265.55,265.58,255.05,255.44,16231657,2084.06,2113.74,2005.19,2007.82,1603455,514.46,518.84,492.85,492.99,3318677
2021-03-09 00:00:00-05:00,119.03,122.06,118.79,121.08,113086734,3017.99,3090.96,3005.1475,3062.67,3452858,261.175,268.53,259.81,265.74,18617900,2049.75,2063.9153,2035.6,2040.37,1376937,507.31,513.11,503.8221,506.4,2595436
2021-03-10 00:00:00-05:00,121.69,122.17,119.45,119.97,104275213,3098.45,3116.46,3030.05,3057.64,2678924,268.64,268.97,262.87,264.91,12775519,2061.4,2061.4,2019.33,2035.88,1185756,513.5,518.97,504.25,504.54,3204022
2021-03-11 00:00:00-05:00,122.54,123.21,121.26,121.95,93149616,3104.01,3131.7842,3082.93,3116.48,2494485,268.11,277.9,267.82,273.87,19536393,2058.22,2111.27,2056.45,2100.01,1110474,512.2048,530.235,510.71,523.07,4056036
2021-03-12 00:00:00-05:00,120.4,121.17,119.16,121.05,82228604,3075.0,3098.98,3045.5,3091.23,2187125,269.14,269.74,264.02,268.44,18935898,2076.41,2077.61,2032.42,2049.97,1410391,512.5,526.51,506.59,518.27,3709530
2021-03-15 00:00:00-04:00,121.41,124.0,120.42,124.0,79200260,3074.57,3082.24,3032.09,3081.42,2584085,269.08,275.96,268.5,273.75,14712652,2044.975,2054.99,2027.79,2054.72,1027225,516.32,520.729,508.03,520.44,3115668
2021-03-16 00:00:00-04:00,125.7,127.22,124.715,125.57,107714542,3104.97,3128.91,3075.86,3092.42,2306176,276.085,282.14,274.8,279.13,20483868,2065.99,2113.68,2059.29,2083.9,1439536,524.47,533.42,523.21,523.98,2941943
2021-03-17 00:00:00-04:00,124.05,125.8599,122.336,124.8,85394195,3073.22,3173.05,3070.22,3135.2,2832264,275.705,286.23,275.41,284.02,19743048,2068.47,2099.0,2044.1218,2082.97,1142376,522.0,528.3654,514.3,524.74,2522758
2021-03-18 00:00:00-04:00,122.88,123.18,120.32,120.55,110362637,3101.0,3116.63,3025.0,3027.99,3341991,279.87,285.1899,278.28,278.55,17084257,2048.18,2068.746,2019.18,2021.24,1306634,516.3959,517.9,503.85,504.66,3517474
2021-03-19 00:00:00-04:00,119.9,121.43,119.675,119.87,114176811,3029.23,3077.285,3016.63,3072.99,3524817,281.22,292.8,275.0,290.06,33858406,2029.73,2037.04,2002.93,2024.94,1606557,504.96,513.19,501.63,512.46,3267132
2021-03-22 00:00:00-04:00,120.33,123.87,120.26,123.37,92770909,3067.85,3126.58,3060.05,3111.37,2427729,290.45,299.705,286.7501,293.54,25013898,2027.63,2048.34,2014.0,2030.84,1405335,509.13,529.31,509.13,522.88,2721915
2021-03-23 00:00:00-04:00,123.33,124.24,122.14,122.55,84861807,3126.9,3182.0,3120.85,3137.5,3194548,293.15,298.0,289.81,290.59,20010583,2040.56,2064.11,2028.0001,2041.31,1110783,530.01,543.12,529.4,535.09,4903767
2021-03-24 00:00:00-04:00,122.82,122.9,120.065,120.07,78958064,3151.04,3160.31,3085.15,3087.17,2622965,291.0,291.72,281.16,282.14,16929878,2051.76,2067.6,2029.0001,2033.23,993291,533.78,534.42,520.0,520.73,3610578
2021-03-25 00:00:00-04:00,119.54,121.66,119.0,120.63,89156937,3072.91,3109.78,3037.14,3046.26,3205209,281.0,288.06,277.75,278.74,21533420,2030.75,2045.64,1996.09,2032.45,1544390,516.7,518.53,497.0,502.61,4558829
2021-03-26 00:00:00-04:00,120.35,121.48,118.92,121.21,79186956,3044.06,3056.66,2996.0,3053.14,2441802,278.3018,284.5,277.77,283.0,14133814,2028.01,2039.385,2003.85,2025.48,1088381,502.82,508.72,496.68,508.35,3005163
2021-03-29 00:00:00-04:00,121.65,122.58,120.7299,121.39,70495825,3055.4395,3091.25,3028.445,3076.76,2253856,285.77,293.18,284.7,290.89,19470833,2022.16,2049.21,2005.45,2046.29,966751,504.5,518.0,504.4,514.33,2917068
2021-03-30 00:00:00-04:00,120.11,120.4031,118.86,119.88,76566683,3070.0,3073.0,3034.0,3054.7,2060154,289.83,292.47,286.7,287.94,15849800,2052.24,2062.67,2036.15,2046.71,1029328,510.505,514.41,506.91,513.55,1884549
2021-03-31 00:00:00-04:00,121.65,123.52,121.15,122.18,94475011,3064.1,3119.33,3062.5,3095.65,2526462,289.99,296.5,288.61,294.64,15651678,2051.1,2086.26,2047.0,2063.21,1582771,515.84,528.13,515.44,522.23,2871715
2021-04-01 00:00:00-04:00,123.65,124.18,122.49,123.0,65403569,3116.35,3162.44,3115.55,3161.55,2642215,298.4,302.4,296.6,298.7,16218811,2090.68,2135.75,2091.43,2129.97,1795604,530.0,540.5,527.03,539.49,3565138
2021-04-05 00:00:00-04:00,123.87,126.1601,123.07,125.9001,79312943,3173.5,3235.955,3161.24,3225.26,2813107,300.89,310.765,300.68,308.91,25379284,2147.15,2228.99,2145.205,2219.06,2163818,540.01,542.85,529.23,540.64,2735358
2021-04-06 00:00:00-04:00,126.5,127.13,125.65,126.23,70316590,3223.75,3247.31,3217.04,3223.99,2095298,308.52,311.35,305.25,306.27,15464495,2210.0,2228.0,2201.79,2210.16,1501275,544.83,554.165,543.3,544.425,2913487
2021-04-07 00:00:00-04:00,125.83,127.92,125.14,127.91,75433362,3230.38,3303.6125,3223.65,3279.39,3070221,306.34,314.25,305.5,313.15,21333544,2213.1,2244.5,2213.1,2238.74,1013090,543.02,549.64,541.45,547.03,1755185
2021-04-08 00:00:00-04:00,128.95,130.39,128.52,130.37,80194739,3309.14,3324.5,3292.0,3299.99,2543206,314.86,315.88,310.05,313.02,19282040,2262.0,2271.7898,2243.01,2250.62,1242028,551.13,556.899,547.57,554.755,4052928
2021-04-09 00:00:00-04:00,129.8,133.04,129.47,133.0,94171787,3303.01,3372.09,3288.9,3372.09,3934619,311.4,314.74,310.33,312.47,14110225,2245.44,2273.97,2237.255,2270.67,1085114,552.69,556.9,547.11,555.28,2466537
2021-04-12 00:00:00-04:00,132.52,132.85,130.63,131.26,76728291,3358.43,3395.04,3351.15,3379.39,2730031,311.23,312.0,307.93,311.55,9338144,2253.2,2256.885,2227.82,2245.23,1087005,550.32,557.98,549.58,552.78,2704279
2021-04-13 00:00:00-04:00,132.44,134.66,131.93,134.41,81439544,3402.0,3432.0,3395.63,3400.0,2965807,312.21,314.428,309.32,309.74,11265985,2249.3,2263.47,2243.05,2253.21,1077847,557.3,559.75,550.3,553.73,2452149
2021-04-14 00:00:00-04:00,134.93,135.0,131.655,132.12,76006548,3403.63,3404.13,3326.0,3334.4,2601737,307.3,308.03,301.95,302.87,14408863,2265.21,2267.43,2236.015,2241.46,761174,554.87,554.87,538.53,540.21,3248353
2021-04-15 00:00:00-04:00,133.82,134.99,133.64,134.5,75256264,3371.0,3397.0,3352.0,3378.89,2645364,306.34,310.14,304.1,307.785,12897242,2260.18,2296.0,2251.17,2283.72,1196464,544.17,553.49,542.66,549.24,2719359
2021-04-16 00:00:00-04:00,134.3,134.67,133.28,134.15,69430881,3381.63,3406.8,3355.59,3399.21,2726658,308.17,308.95,304.61,306.18,10673574,2289.75,2294.24,2270.92,2282.44,973696,551.57,551.98,539.51,546.68,2766696
2021-04-19 00:00:00-04:00,133.47,135.47,133.34,134.921,75188772,3390.03,3435.9333,3360.16,3373.94,2353485,304.93,307.7,300.56,302.24,12761325,2270.18,2304.09,2270.18,2289.74,1258384,546.91,556.44,545.53,554.35,3536645
2021-04-20 00:00:00-04:00,135.02,135.53,131.81,133.12,87132183,3372.26,3382.99,3316.0,3334.68,2239818,302.09,305.1,297.21,302.64,15642647,2297.49,2299.0,2257.12,2279.01,937045,553.54,563.56,546.3,549.44,6044262
2021-04-21 00:00:00-04:00,132.39,133.75,131.3001,133.49,61120083,3316.34,3362.86,3303.8062,3361.52,1862645,301.93,301.98,297.39,301.4,13197516,2272.05,2280.0,2244.82,2277.79,957444,508.0,515.46,503.6001,508.9,20970341
2021-04-22 00:00:00-04:00,132.86,134.15,131.41,131.94,75443689,3372.89,3373.0,3301.45,3308.0676,2330967,301.33,302.92,296.04,296.49,15035412,2275.4,2288.8813,2240.32,2252.86,1023418,513.93,513.96,500.55,509.41,8480600
2021-04-23 00:00:00-04:00,132.19,135.12,132.16,134.3,68994916,3319.1,3375.0,3308.5,3340.52,2624789,298.69,302.59,297.15,301.1,15426407,2267.4,2306.1174,2261.25,2299.94,1170947,508.93,509.7,500.7,505.52,6928683
2021-04-26 00:00:00-04:00,134.83,135.06,133.56,134.73,56214327,3350.01,3428.45,3330.94,3408.96,4540005,303.21,305.8,301.56,303.19,14725830,2302.84,2324.53,2297.315,2311.53,1346012,506.72,510.48,503.0,510.37,3655453
2021-04-27 00:00:00-04:00,135.06,135.41,134.11,134.39,58752508,3443.37,3460.0,3398.01,3417.43,3437224,304.35,305.34,301.11,303.49,13562629,2315.02,2318.45,2286.16,2290.18,1627731,512.47,512.99,504.5808,505.55,3454844
2021-04-28 00:00:00-04:00,134.29,135.02,133.08,133.7801,80514624,3433.24,3489.88,3425.0,3461.12,4240027,307.52,310.92,305.37,307.11,25602124,2391.9,2431.38,2353.22,2359.04,3549161,505.12,508.395,503.34,506.58,2948565
2021-04-29 00:00:00-04:00,136.47,137.07,132.45,133.48,140511638,3503.99,3514.445,3435.0,3471.31,5461938,330.17,331.81,321.61,329.51,52344275,2389.47,2404.16,2373.85,2392.51,1815002,507.43,509.29,499.0,509.05,4632849
2021-04-30 00:00:00-04:00,131.8,133.56,131.065,131.53,96118913,3526.58,3554.0,3462.5,3470.02,6264077,326.18,329.82,324.5,325.25,22944241,2369.18,2381.85,2346.56,2353.74,1943372,505.58,514.55,505.0,513.8,3800622
